monthyear,campfilename,nationality,proportion
92018,Koutsochero_GRE_028 ,Palestinian,0
92018,Koutsochero_GRE_028 ,Afghan,0.14
92018,Koutsochero_GRE_028 ,Stateless,0
92018,Koutsochero_GRE_028 ,Somali,0
92018,Koutsochero_GRE_028 ,Kuwaiti,0
92018,Koutsochero_GRE_028 ,Moroccan,0
92018,Koutsochero_GRE_028 ,Egyptian,0
92018,Koutsochero_GRE_028 ,Algerian,0
92018,Lagkadikia_GRE_029 ,Syrian,0.54
92018,Lagkadikia_GRE_029 ,Iraqi,0.35
92018,Lagkadikia_GRE_029 ,Iranian,0.03
92018,Lagkadikia_GRE_029 ,Pakistani,0.05
92018,Lavrio-New_GRE_030 ,Syrian,0.53
92018,Lavrio-New_GRE_030 ,Iraqi,0.13
92018,Lavrio-New_GRE_030 ,Congolese,0.07
92018,Lavrio-New_GRE_030 ,Afghan,0.1
92018,Leros-Lepida_GRE_032,Syrian,0.49
92018,Leros-Lepida_GRE_032,Iraqi,0.27
92018,Leros-Lepida_GRE_032,Palestinian,0.05
92018,Leros-Lepida_GRE_032,Afghan,0.05
92018,XXMalakasa-MC_GRE_012,Syrian,0.26
92018,XXMalakasa-MC_GRE_012,Yemeni,0
92018,XXMalakasa-MC_GRE_012,Iraqi,0.17
92018,XXMalakasa-MC_GRE_012,Congolese,0
92018,XXMalakasa-MC_GRE_012,Eritrean,0
92018,XXMalakasa-MC_GRE_012,Iranian,0.06
92018,XXMalakasa-MC_GRE_012,Pakistani,0
92018,XXMalakasa-MC_GRE_012,Palestinian,0
92018,XXMalakasa-MC_GRE_012,Afghan,0.5
92018,XXMalakasa-MC_GRE_012,Stateless,0
92018,XXMalakasa-MC_GRE_012,Somali,0
92018,XXMalakasa-MC_GRE_012,Kuwaiti,0
92018,XXMalakasa-MC_GRE_012,Moroccan,0
92018,XXMalakasa-MC_GRE_012,Egyptian,0
92018,XXMalakasa-MC_GRE_012,Algerian,0
92018,Moria_GRE_001,Syrian,0.2
92018,Moria_GRE_001,Iraqi,0.11
92018,Moria_GRE_001,Congolese,0.08
92018,Moria_GRE_001,Afghan,0.33
92018,Nea-Kavala_GRE_034,Syrian,0.46
92018,Nea-Kavala_GRE_034,Iraqi,0.33
92018,Nea-Kavala_GRE_034,Congolese,0.03
92018,Nea-Kavala_GRE_034,Afghan,0.05
92018,XXPikpa-Leros_GRE_038,Syrian,0.57
92018,XXPikpa-Leros_GRE_038,Iraqi,0.4
92018,Ritsona_GRE_040,Syrian,0.69
92018,Ritsona_GRE_040,Iraqi,0.15
92018,Serres_GRE_042,Syrian,0.01
92018,Serres_GRE_042,Yemeni,0
92018,Serres_GRE_042,Iraqi,0.99
92018,Serres_GRE_042,Congolese,0
92018,Serres_GRE_042,Eritrean,0
92018,Serres_GRE_042,Iranian,0
92018,Serres_GRE_042,Pakistani,0
92018,Serres_GRE_042,Palestinian,0
92018,Serres_GRE_042,Afghan,0
92018,Serres_GRE_042,Stateless,0
92018,Serres_GRE_042,Somali,0
92018,Serres_GRE_042,Kuwaiti,0
92018,Serres_GRE_042,Moroccan,0
92018,Serres_GRE_042,Egyptian,0
92018,Serres_GRE_042,Algerian,0
92018,Skaramangas_GRE_014,Syrian,0.57
92018,Skaramangas_GRE_014,Iraqi,0.24
92018,Skaramangas_GRE_014,Iranian,0.03
92018,Skaramangas_GRE_014,Afghan,0.1
92018,Vathi-Samos_GRE_053,Syrian,0.28
92018,Vathi-Samos_GRE_053,Iraqi,0.24
92018,Vathi-Samos_GRE_053,Congolese,0.1
92018,Veria_GRE_054,Syrian,0.68
92018,Veria_GRE_054,Iraqi,0.24
92018,Veria_GRE_054,Palestinian,0.02
92018,Veria_GRE_054,Stateless,0.03
92018,XXVial-Chios-NRC_GRE_066,Syrian,0.23
92018,XXVial-Chios-NRC_GRE_066,Iraqi,0.26
92018,XXVial-Chios-NRC_GRE_066,Afghan,0.1
92018,Volos_GRE_055,Syrian,0.53
92018,Volos_GRE_055,Yemeni,0
92018,Volos_GRE_055,Iraqi,0.4
92018,Volos_GRE_055,Congolese,0
92018,Volos_GRE_055,Eritrean,0
92018,Volos_GRE_055,Iranian,0
92018,Volos_GRE_055,Pakistani,0
92018,Volos_GRE_055,Palestinian,0
92018,Volos_GRE_055,Afghan,0
92018,Volos_GRE_055,Stateless,0.07
92018,Volos_GRE_055,Somali,0
92018,Volos_GRE_055,Kuwaiti,0
92018,Volos_GRE_055,Moroccan,0
92018,Volos_GRE_055,Egyptian,0
92018,Volos_GRE_055,Algerian,0
12018,Adasevci_SRB_010,Afghan,0.54
12018,Adasevci_SRB_010,Syrian,0
12018,Adasevci_SRB_010,Iraqi,0.11
12018,Adasevci_SRB_010,Pakistani,0.12
12018,Bujanovac_SRB_001,Afghan,0.16
12018,Bujanovac_SRB_001,Syrian,0.04
12018,Bujanovac_SRB_001,Iraqi,0.33
12018,Bujanovac_SRB_001,Pakistani,0.03
12018,Divljana_SRB_002,Afghan,0.89
12018,Divljana_SRB_002,Syrian,0
12018,Divljana_SRB_002,Iraqi,0.07
12018,Divljana_SRB_002,Pakistani,0.01
12018,Kikinda_SRB_007,Afghan,0.75
12018,Kikinda_SRB_007,Syrian,0
12018,Kikinda_SRB_007,Iraqi,0.02
12018,Kikinda_SRB_007,Pakistani,0.06
12018,Krnjaca_SRB_003,Afghan,0.66
12018,Krnjaca_SRB_003,Syrian,0.01
12018,Krnjaca_SRB_003,Iraqi,0.12
12018,Krnjaca_SRB_003,Pakistani,0.09
12018,Obrenovac_SRB_011,Afghan,0.33
12018,Obrenovac_SRB_011,Syrian,0
12018,Obrenovac_SRB_011,Iraqi,0.01
12018,Obrenovac_SRB_011,Pakistani,0.51
12018,Pirot_SRB_005,Afghan,0.69
12018,Pirot_SRB_005,Syrian,0
12018,Pirot_SRB_005,Iraqi,0.18
12018,Pirot_SRB_005,Pakistani,0.04
12018,Presevo_SRB_006,Afghan,0.31
12018,Presevo_SRB_006,Syrian,0.08
12018,Presevo_SRB_006,Iraqi,0.08
12018,Presevo_SRB_006,Pakistani,0.24
12018,Sombor_SRB_008,Afghan,0.05
12018,Sombor_SRB_008,Syrian,0
12018,Sombor_SRB_008,Iraqi,0.54
12018,Sombor_SRB_008,Pakistani,0.4
22018,Adasevci_SRB_010,Afghan,0.55
22018,Adasevci_SRB_010,Syrian,0.06
22018,Adasevci_SRB_010,Iraqi,0.05
22018,Adasevci_SRB_010,Pakistani,0.1
22018,Bujanovac_SRB_001,Afghan,0.14
22018,Bujanovac_SRB_001,Syrian,0.03
22018,Bujanovac_SRB_001,Iraqi,0.38
22018,Bujanovac_SRB_001,Pakistani,0.02
22018,Divljana_SRB_002,Afghan,0.77
22018,Divljana_SRB_002,Syrian,0
22018,Divljana_SRB_002,Iraqi,0.21
22018,Divljana_SRB_002,Pakistani,0.01
22018,Kikinda_SRB_007,Afghan,0.73
22018,Kikinda_SRB_007,Syrian,0
22018,Kikinda_SRB_007,Iraqi,0.02
22018,Kikinda_SRB_007,Pakistani,0.05
22018,Krnjaca_SRB_003,Afghan,0.64
22018,Krnjaca_SRB_003,Syrian,0.01
22018,Krnjaca_SRB_003,Iraqi,0.14
22018,Krnjaca_SRB_003,Pakistani,0.08
22018,Obrenovac_SRB_011,Afghan,0.34
22018,Obrenovac_SRB_011,Syrian,0
22018,Obrenovac_SRB_011,Iraqi,0
22018,Obrenovac_SRB_011,Pakistani,0.54
22018,Pirot_SRB_005,Afghan,0.63
22018,Pirot_SRB_005,Syrian,0.09
22018,Pirot_SRB_005,Iraqi,0.16
22018,Pirot_SRB_005,Pakistani,0.04
22018,Presevo_SRB_006,Afghan,0.35
22018,Presevo_SRB_006,Syrian,0.1
22018,Presevo_SRB_006,Iraqi,0.05
22018,Presevo_SRB_006,Pakistani,0.21
22018,Sombor_SRB_008,Afghan,0.04
22018,Sombor_SRB_008,Syrian,0
22018,Sombor_SRB_008,Iraqi,0.55
22018,Sombor_SRB_008,Pakistani,0.39
32018,Adasevci_SRB_010,Afghan,0.48
32018,Adasevci_SRB_010,Syrian,0.05
32018,Adasevci_SRB_010,Iraqi,0.06
32018,Adasevci_SRB_010,Pakistani,0.11
32018,Bujanovac_SRB_001,Afghan,0.14
32018,Bujanovac_SRB_001,Syrian,0.06
32018,Bujanovac_SRB_001,Iraqi,0.15
32018,Bujanovac_SRB_001,Pakistani,0
32018,Divljana_SRB_002,Afghan,0.75
32018,Divljana_SRB_002,Syrian,0
32018,Divljana_SRB_002,Iraqi,0.24
32018,Divljana_SRB_002,Pakistani,0
32018,Kikinda_SRB_007,Afghan,0.78
32018,Kikinda_SRB_007,Syrian,0
32018,Kikinda_SRB_007,Iraqi,0
32018,Kikinda_SRB_007,Pakistani,0.05
32018,Krnjaca_SRB_003,Afghan,0.63
32018,Krnjaca_SRB_003,Syrian,0.02
32018,Krnjaca_SRB_003,Iraqi,0.13
32018,Krnjaca_SRB_003,Pakistani,0.07
32018,Obrenovac_SRB_011,Afghan,0.33
32018,Obrenovac_SRB_011,Syrian,0
32018,Obrenovac_SRB_011,Iraqi,0
32018,Obrenovac_SRB_011,Pakistani,0.56
32018,Pirot_SRB_005,Afghan,0.64
32018,Pirot_SRB_005,Syrian,0.09
32018,Pirot_SRB_005,Iraqi,0.16
32018,Pirot_SRB_005,Pakistani,0.03
32018,Presevo_SRB_006,Afghan,0.37
32018,Presevo_SRB_006,Syrian,0.06
32018,Presevo_SRB_006,Iraqi,0.13
32018,Presevo_SRB_006,Pakistani,0.11
32018,Sombor_SRB_008,Afghan,0.06
32018,Sombor_SRB_008,Syrian,0
32018,Sombor_SRB_008,Iraqi,0.55
32018,Sombor_SRB_008,Pakistani,0.36
92018,Adasevci_SRB_010,Afghan,0.18
92018,Adasevci_SRB_010,Syrian,0.01
92018,Adasevci_SRB_010,Iraqi,0.06
92018,Adasevci_SRB_010,Pakistani,0.05
92018,Bujanovac_SRB_001,Afghan,0.11
92018,Bujanovac_SRB_001,Syrian,0
92018,Bujanovac_SRB_001,Iraqi,0.1
92018,Bujanovac_SRB_001,Pakistani,0.06
92018,Sombor_SRB_008,Afghan,0.03
92018,Sombor_SRB_008,Syrian,0.09
92018,Sombor_SRB_008,Iraqi,0.86
92018,Sombor_SRB_008,Pakistani,0.01
92018,Kikinda_SRB_007,Afghan,0.51
92018,Kikinda_SRB_007,Syrian,0
92018,Kikinda_SRB_007,Iraqi,0
92018,Kikinda_SRB_007,Pakistani,0.01
92018,Krnjaca_SRB_003,Afghan,0.78
92018,Krnjaca_SRB_003,Syrian,0
92018,Krnjaca_SRB_003,Iraqi,0.01
92018,Krnjaca_SRB_003,Pakistani,0.04
92018,Obrenovac_SRB_011,Afghan,0.27
92018,Obrenovac_SRB_011,Syrian,0
92018,Obrenovac_SRB_011,Iraqi,0.01
92018,Obrenovac_SRB_011,Pakistani,0.67
92018,Pirot_SRB_005,Afghan,0.2
92018,Pirot_SRB_005,Syrian,0.01
92018,Pirot_SRB_005,Iraqi,0.13
92018,Pirot_SRB_005,Pakistani,0.11
