,campfilename,monthyear,date,total_clients,cmy,dupc
5223,Nea-Kavala_GRE_034,22018,2/20/2018,291,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-20
5224,Nea-Kavala_GRE_034,22018,2/21/2018,300,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-21
5225,Nea-Kavala_GRE_034,22018,2/22/2018,279,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-22
5226,Nea-Kavala_GRE_034,22018,2/23/2018,301,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-23
5227,Nea-Kavala_GRE_034,22018,2/24/2018,253,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-24
5228,Nea-Kavala_GRE_034,22018,2/25/2018,225,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-25
5229,Nea-Kavala_GRE_034,22018,2/26/2018,243,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-26
5230,Nea-Kavala_GRE_034,22018,2/27/2018,300,Nea-Kavala_GRE_034022018,Nea-Kavala_GRE_0342018-02-27
5231,Nea-Kavala_GRE_034,32018,3/1/2018,283,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-01
5232,Nea-Kavala_GRE_034,32018,3/2/2018,295,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-02
5233,Nea-Kavala_GRE_034,32018,3/3/2018,263,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-03
5234,Nea-Kavala_GRE_034,32018,3/4/2018,233,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-04
5235,Nea-Kavala_GRE_034,32018,3/5/2018,306,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-05
5236,Nea-Kavala_GRE_034,32018,3/6/2018,319,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-06
5237,Nea-Kavala_GRE_034,32018,3/7/2018,296,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-07
5238,Nea-Kavala_GRE_034,32018,3/8/2018,302,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-08
5239,Nea-Kavala_GRE_034,32018,3/9/2018,293,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-09
5240,Nea-Kavala_GRE_034,32018,3/10/2018,262,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-10
5241,Nea-Kavala_GRE_034,32018,3/11/2018,250,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-11
5242,Nea-Kavala_GRE_034,32018,3/12/2018,301,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-12
5243,Nea-Kavala_GRE_034,32018,3/13/2018,316,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-13
5244,Nea-Kavala_GRE_034,32018,3/14/2018,308,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-14
5245,Nea-Kavala_GRE_034,32018,3/15/2018,300,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-15
5246,Nea-Kavala_GRE_034,32018,3/16/2018,308,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-16
5247,Nea-Kavala_GRE_034,32018,3/17/2018,275,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-17
5248,Nea-Kavala_GRE_034,32018,3/18/2018,258,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-18
5249,Nea-Kavala_GRE_034,32018,3/19/2018,309,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-19
5250,Nea-Kavala_GRE_034,32018,3/20/2018,286,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-20
5251,Nea-Kavala_GRE_034,32018,3/21/2018,301,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-21
5252,Nea-Kavala_GRE_034,32018,3/22/2018,309,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-22
5253,Nea-Kavala_GRE_034,32018,3/23/2018,341,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-23
5254,Nea-Kavala_GRE_034,32018,3/24/2018,306,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-24
5255,Nea-Kavala_GRE_034,32018,3/25/2018,280,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-25
5256,Nea-Kavala_GRE_034,32018,3/26/2018,357,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-26
5257,Nea-Kavala_GRE_034,32018,3/27/2018,349,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-27
5258,Nea-Kavala_GRE_034,32018,3/28/2018,323,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-28
5259,Nea-Kavala_GRE_034,32018,3/29/2018,331,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-29
5260,Nea-Kavala_GRE_034,32018,3/30/2018,338,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-30
5261,Nea-Kavala_GRE_034,32018,3/31/2018,309,Nea-Kavala_GRE_034032018,Nea-Kavala_GRE_0342018-03-31
5262,Nea-Kavala_GRE_034,42016,3/31/2016,33,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-03-31
5263,Nea-Kavala_GRE_034,42016,4/1/2016,6,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-01
5264,Nea-Kavala_GRE_034,42016,4/2/2016,5,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-02
5265,Nea-Kavala_GRE_034,42016,4/3/2016,6,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-03
5266,Nea-Kavala_GRE_034,42016,4/4/2016,7,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-04
5267,Nea-Kavala_GRE_034,42016,4/5/2016,6,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-05
5268,Nea-Kavala_GRE_034,42016,4/6/2016,8,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-06
5269,Nea-Kavala_GRE_034,42016,4/7/2016,9,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-07
5270,Nea-Kavala_GRE_034,42016,4/8/2016,8,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-08
5271,Nea-Kavala_GRE_034,42016,4/9/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-09
5272,Nea-Kavala_GRE_034,42016,4/10/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-10
5273,Nea-Kavala_GRE_034,42016,4/11/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-11
5274,Nea-Kavala_GRE_034,42016,4/12/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-12
5275,Nea-Kavala_GRE_034,42016,4/13/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-13
5276,Nea-Kavala_GRE_034,42016,4/14/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-14
5277,Nea-Kavala_GRE_034,42016,4/15/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-15
5278,Nea-Kavala_GRE_034,42016,4/16/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-16
5279,Nea-Kavala_GRE_034,42016,4/17/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-17
5280,Nea-Kavala_GRE_034,42016,4/18/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-18
5281,Nea-Kavala_GRE_034,42016,4/19/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-19
5282,Nea-Kavala_GRE_034,42016,4/20/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-20
5283,Nea-Kavala_GRE_034,42016,4/21/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-21
5284,Nea-Kavala_GRE_034,42016,4/22/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-22
5285,Nea-Kavala_GRE_034,42016,4/23/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-23
5286,Nea-Kavala_GRE_034,42016,4/24/2016,0,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-24
5287,Nea-Kavala_GRE_034,42016,4/25/2016,224,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-25
5288,Nea-Kavala_GRE_034,42016,4/26/2016,412,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-26
5289,Nea-Kavala_GRE_034,42016,4/27/2016,495,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-27
5290,Nea-Kavala_GRE_034,42016,4/28/2016,635,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-28
5291,Nea-Kavala_GRE_034,42016,4/29/2016,580,Nea-Kavala_GRE_034042016,Nea-Kavala_GRE_0342016-04-29
5292,Nea-Kavala_GRE_034,42018,4/1/2018,290,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-01
5293,Nea-Kavala_GRE_034,42018,4/2/2018,349,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-02
5294,Nea-Kavala_GRE_034,42018,4/3/2018,341,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-03
5295,Nea-Kavala_GRE_034,42018,4/4/2018,335,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-04
5296,Nea-Kavala_GRE_034,42018,4/5/2018,340,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-05
5297,Nea-Kavala_GRE_034,42018,4/6/2018,299,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-06
5298,Nea-Kavala_GRE_034,42018,4/7/2018,287,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-07
5299,Nea-Kavala_GRE_034,42018,4/8/2018,278,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-08
5300,Nea-Kavala_GRE_034,42018,4/9/2018,298,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-09
5301,Nea-Kavala_GRE_034,42018,4/10/2018,336,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-10
5302,Nea-Kavala_GRE_034,42018,4/11/2018,334,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-11
5303,Nea-Kavala_GRE_034,42018,4/12/2018,334,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-12
5304,Nea-Kavala_GRE_034,42018,4/13/2018,373,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-13
5305,Nea-Kavala_GRE_034,42018,4/14/2018,315,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-14
5306,Nea-Kavala_GRE_034,42018,4/15/2018,295,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-15
5307,Nea-Kavala_GRE_034,42018,4/16/2018,362,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-16
5308,Nea-Kavala_GRE_034,42018,4/17/2018,377,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-17
5309,Nea-Kavala_GRE_034,42018,4/18/2018,393,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-18
5310,Nea-Kavala_GRE_034,42018,4/19/2018,390,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-19
5311,Nea-Kavala_GRE_034,42018,4/20/2018,379,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-20
5312,Nea-Kavala_GRE_034,42018,4/21/2018,335,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-21
5313,Nea-Kavala_GRE_034,42018,4/22/2018,329,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-22
5314,Nea-Kavala_GRE_034,42018,4/23/2018,386,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-23
5315,Nea-Kavala_GRE_034,42018,4/24/2018,392,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-24
5316,Nea-Kavala_GRE_034,42018,4/25/2018,389,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-25
5317,Nea-Kavala_GRE_034,42018,4/26/2018,378,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-26
5318,Nea-Kavala_GRE_034,42018,4/27/2018,366,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-27
5319,Nea-Kavala_GRE_034,42018,4/28/2018,333,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-28
5320,Nea-Kavala_GRE_034,42018,4/29/2018,336,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-29
5321,Nea-Kavala_GRE_034,42018,4/30/2018,396,Nea-Kavala_GRE_034042018,Nea-Kavala_GRE_0342018-04-30
5322,Nea-Kavala_GRE_034,52018,5/1/2018,337,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-01
5323,Nea-Kavala_GRE_034,52018,5/2/2018,347,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-02
5324,Nea-Kavala_GRE_034,52018,5/3/2018,395,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-03
5325,Nea-Kavala_GRE_034,52018,5/4/2018,347,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-04
5326,Nea-Kavala_GRE_034,52018,5/5/2018,300,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-05
5327,Nea-Kavala_GRE_034,52018,5/6/2018,312,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-06
5328,Nea-Kavala_GRE_034,52018,5/7/2018,359,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-07
5329,Nea-Kavala_GRE_034,52018,5/8/2018,356,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-08
5330,Nea-Kavala_GRE_034,52018,5/9/2018,374,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-09
5331,Nea-Kavala_GRE_034,52018,5/10/2018,375,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-10
5332,Nea-Kavala_GRE_034,52018,5/11/2018,374,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-11
5333,Nea-Kavala_GRE_034,52018,5/12/2018,321,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-12
5334,Nea-Kavala_GRE_034,52018,5/13/2018,301,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-13
5335,Nea-Kavala_GRE_034,52018,5/14/2018,373,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-14
5336,Nea-Kavala_GRE_034,52018,5/15/2018,378,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-15
5337,Nea-Kavala_GRE_034,52018,5/16/2018,350,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-16
5338,Nea-Kavala_GRE_034,52018,5/17/2018,340,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-17
5339,Nea-Kavala_GRE_034,52018,5/18/2018,347,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-18
5340,Nea-Kavala_GRE_034,52018,5/19/2018,292,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-19
5341,Nea-Kavala_GRE_034,52018,5/20/2018,288,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-20
5342,Nea-Kavala_GRE_034,52018,5/21/2018,348,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-21
5343,Nea-Kavala_GRE_034,52018,5/22/2018,368,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-22
5344,Nea-Kavala_GRE_034,52018,5/23/2018,336,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-23
5345,Nea-Kavala_GRE_034,52018,5/24/2018,371,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-24
5346,Nea-Kavala_GRE_034,52018,5/25/2018,323,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-25
5347,Nea-Kavala_GRE_034,52018,5/26/2018,284,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-26
5348,Nea-Kavala_GRE_034,52018,5/27/2018,280,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-27
5349,Nea-Kavala_GRE_034,52018,5/28/2018,261,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-28
5350,Nea-Kavala_GRE_034,52018,5/29/2018,344,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-29
5351,Nea-Kavala_GRE_034,52018,5/30/2018,353,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-30
5352,Nea-Kavala_GRE_034,52018,5/31/2018,337,Nea-Kavala_GRE_034052018,Nea-Kavala_GRE_0342018-05-31
5353,Nea-Kavala_GRE_034,62017,5/31/2017,406,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-05-31
5354,Nea-Kavala_GRE_034,62017,6/1/2017,378,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-01
5355,Nea-Kavala_GRE_034,62017,6/2/2017,381,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-02
5356,Nea-Kavala_GRE_034,62017,6/3/2017,273,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-03
5357,Nea-Kavala_GRE_034,62017,6/4/2017,301,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-04
5358,Nea-Kavala_GRE_034,62017,6/5/2017,315,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-05
5359,Nea-Kavala_GRE_034,62017,6/6/2017,371,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-06
5360,Nea-Kavala_GRE_034,62017,6/7/2017,366,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-07
5361,Nea-Kavala_GRE_034,62017,6/8/2017,326,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-08
5362,Nea-Kavala_GRE_034,62017,6/9/2017,338,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-09
5363,Nea-Kavala_GRE_034,62017,6/10/2017,296,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-10
5364,Nea-Kavala_GRE_034,62017,6/11/2017,280,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-11
5365,Nea-Kavala_GRE_034,62017,6/12/2017,379,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-12
5366,Nea-Kavala_GRE_034,62017,6/13/2017,366,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-13
5367,Nea-Kavala_GRE_034,62017,6/14/2017,385,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-14
5368,Nea-Kavala_GRE_034,62017,6/15/2017,372,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-15
5369,Nea-Kavala_GRE_034,62017,6/16/2017,371,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-16
5370,Nea-Kavala_GRE_034,62017,6/17/2017,280,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-17
5371,Nea-Kavala_GRE_034,62017,6/18/2017,288,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-18
5372,Nea-Kavala_GRE_034,62017,6/19/2017,389,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-19
5373,Nea-Kavala_GRE_034,62017,6/20/2017,386,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-20
5374,Nea-Kavala_GRE_034,62017,6/21/2017,375,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-21
5375,Nea-Kavala_GRE_034,62017,6/22/2017,393,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-22
5376,Nea-Kavala_GRE_034,62017,6/23/2017,391,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-23
5377,Nea-Kavala_GRE_034,62017,6/24/2017,251,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-24
5378,Nea-Kavala_GRE_034,62017,6/25/2017,283,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-25
5379,Nea-Kavala_GRE_034,62017,6/26/2017,324,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-26
5380,Nea-Kavala_GRE_034,62017,6/27/2017,347,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-27
5381,Nea-Kavala_GRE_034,62017,6/28/2017,362,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-28
5382,Nea-Kavala_GRE_034,62017,6/29/2017,375,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-29
5383,Nea-Kavala_GRE_034,62017,6/30/2017,0,Nea-Kavala_GRE_034062017,Nea-Kavala_GRE_0342017-06-30
5384,Nea-Kavala_GRE_034,62018,6/1/2018,322,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-01
5385,Nea-Kavala_GRE_034,62018,6/2/2018,269,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-02
5386,Nea-Kavala_GRE_034,62018,6/3/2018,259,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-03
5387,Nea-Kavala_GRE_034,62018,6/4/2018,319,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-04
5388,Nea-Kavala_GRE_034,62018,6/5/2018,331,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-05
5389,Nea-Kavala_GRE_034,62018,6/6/2018,323,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-06
5390,Nea-Kavala_GRE_034,62018,6/7/2018,361,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-07
5391,Nea-Kavala_GRE_034,62018,6/8/2018,336,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-08
5392,Nea-Kavala_GRE_034,62018,6/9/2018,299,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-09
5393,Nea-Kavala_GRE_034,62018,6/10/2018,300,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-10
5394,Nea-Kavala_GRE_034,62018,6/11/2018,341,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-11
5395,Nea-Kavala_GRE_034,62018,6/12/2018,347,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-12
5396,Nea-Kavala_GRE_034,62018,6/13/2018,350,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-13
5397,Nea-Kavala_GRE_034,62018,6/14/2018,347,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-14
5398,Nea-Kavala_GRE_034,62018,6/15/2018,272,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-15
5399,Nea-Kavala_GRE_034,62018,6/16/2018,275,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-16
5400,Nea-Kavala_GRE_034,62018,6/17/2018,264,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-17
5401,Nea-Kavala_GRE_034,62018,6/18/2018,323,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-18
5402,Nea-Kavala_GRE_034,62018,6/19/2018,331,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-19
5403,Nea-Kavala_GRE_034,62018,6/20/2018,335,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-20
5404,Nea-Kavala_GRE_034,62018,6/21/2018,330,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-21
5405,Nea-Kavala_GRE_034,62018,6/22/2018,317,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-22
5406,Nea-Kavala_GRE_034,62018,6/23/2018,292,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-23
5407,Nea-Kavala_GRE_034,62018,6/24/2018,269,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-24
5408,Nea-Kavala_GRE_034,62018,6/25/2018,338,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-25
5409,Nea-Kavala_GRE_034,62018,6/26/2018,333,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-26
5410,Nea-Kavala_GRE_034,62018,6/27/2018,323,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-27
5411,Nea-Kavala_GRE_034,62018,6/28/2018,340,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-28
5412,Nea-Kavala_GRE_034,62018,6/29/2018,342,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-29
5413,Nea-Kavala_GRE_034,62018,6/30/2018,292,Nea-Kavala_GRE_034062018,Nea-Kavala_GRE_0342018-06-30
5414,Nea-Kavala_GRE_034,72018,6/28/2018,340,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-06-28
5415,Nea-Kavala_GRE_034,72018,6/29/2018,342,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-06-29
5416,Nea-Kavala_GRE_034,72018,6/30/2018,292,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-06-30
5417,Nea-Kavala_GRE_034,72018,7/1/2018,204,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-01
5418,Nea-Kavala_GRE_034,72018,7/2/2018,365,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-02
5419,Nea-Kavala_GRE_034,72018,7/3/2018,343,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-03
5420,Nea-Kavala_GRE_034,72018,7/4/2018,396,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-04
5421,Nea-Kavala_GRE_034,72018,7/5/2018,398,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-05
5422,Nea-Kavala_GRE_034,72018,7/6/2018,435,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-06
5423,Nea-Kavala_GRE_034,72018,7/7/2018,393,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-07
5424,Nea-Kavala_GRE_034,72018,7/8/2018,387,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-08
5425,Nea-Kavala_GRE_034,72018,7/9/2018,502,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-09
5426,Nea-Kavala_GRE_034,72018,7/10/2018,463,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-10
5427,Nea-Kavala_GRE_034,72018,7/11/2018,450,Nea-Kavala_GRE_034072018,Nea-Kavala_GRE_0342018-07-11
